query_id,source,query,num_doc_labels,doc_name
69891229-9313-405d-a4b7-2d8d9edbad4d,popqa,What is Jack Mackenzie's occupation?,1,Jack Mackenzie
9d5dad3e-14d6-47d1-89b2-febf0d64403e,popqa,What is Ernst Theodor Echtermeyer's occupation?,1,Ernst Theodor Echtermeyer
b713f4e2-8589-478f-9641-10592d6adccb,popqa,What is Felicia Chateloin's occupation?,1,Felicia Chateloin
7a987b7d-4618-407f-aba4-f400d076c2f6,popqa,What is Bedřich Feigl's occupation?,1,Bedřich Feigl
e1fe9412-6c1c-4a1f-b358-9b8fddb37ad5,popqa,What is Björn Böhning's occupation?,1,Björn Böhning
23a40595-4d16-4bae-a06d-90782f3c5d3d,popqa,What is Stanley Peiris's occupation?,1,Stanley Peiris
e523314a-995c-4a27-9ba1-0774e1f160bd,popqa,What is J. Da Silva's occupation?,1,J. Da Silva
d5fb047c-589f-428b-a708-ae2c6b69930d,popqa,What is Carsten Carlsen's occupation?,1,Carsten Carlsen
f78f8e3c-a0b8-4a3f-ba6c-75118e124a9b,popqa,What is Shiva Nageswara Rao's occupation?,2,Siva Nageswara Rao
3eda1b15-51e0-40c8-be10-f4f137d38239,popqa,What is Fritz Goos's occupation?,1,Fritz Goos
71380afc-fd03-410f-a6e2-69ccd15f720c,popqa,What is Alexander Gadolin's occupation?,1,Alexander Gadolin
66df9bc5-b665-4eaa-9a55-c43ca060ce1f,popqa,What is Kamya Panjabi's occupation?,2,Kamya Panjabi
6c15cc08-fa1a-44af-a4f4-6e527d830c3e,popqa,What is John Strange's occupation?,1,John Strange (diplomat)
d7d68e34-2f36-4a12-88d5-6162f8495d32,popqa,What is Everley Gregg's occupation?,3,Everley Gregg
1eecd927-ec6a-4f73-b208-1cf87dddaffa,popqa,What is Meg McCall's occupation?,1,Meg McCall
20d6d164-7b97-4160-83a3-a333f657364b,popqa,What is Todd Verow's occupation?,1,Todd Verow
988d764d-5cb4-4063-9841-b2a10498f8d8,popqa,What is Kyaw Swe's occupation?,2,Kyaw Swe (actor)
c45d06c7-db3c-427a-bdb3-a2d96cc14f19,popqa,What is Edwin H. Knopf's occupation?,1,Edwin H. Knopf
93d2366a-c962-48d0-a1f1-af84f4dc50cf,popqa,What is Tatiana Doronina's occupation?,2,Tatiana Doronina
88642e64-82a7-4ca3-b5a2-28d3c2863d4d,popqa,What is Marina Baker's occupation?,1,Marina Baker
afe555c5-8337-44b0-8afb-b9258593717d,popqa,What is Giuseppe Demachi's occupation?,1,Giuseppe Demachi
505bb088-b4f1-443d-81d8-39c23e83c98b,popqa,What is Atsushi Kaneko's occupation?,1,Atsushi Kaneko
81a21fc0-8876-4144-bc17-256dac1a34a3,popqa,What is Richard Faith's occupation?,5,Richard Faith
beac4a2f-8b22-4ba2-a581-eff46c834bb8,popqa,What is E. David Redwine's occupation?,1,E. David Redwine
d383abfb-8bdb-4729-add7-15646a2e002c,popqa,What is Chiara Zanni's occupation?,2,Chiara Zanni
f54d10e2-3f25-4f65-91f1-07f412bd4e24,popqa,What is P. J. Moloney's occupation?,1,P. J. Moloney
c616000d-04f4-446e-9d2e-29a663dc18e4,popqa,What is Andreas Rüdiger's occupation?,1,Andreas Rüdiger
bf950026-be37-40bc-8a5f-b00aaa0079ce,popqa,What is Guillem Ramon de Gironella's occupation?,1,Guillem Ramon de Gironella
51adf3b1-00f5-4de1-b6d3-6f584af23c39,popqa,What is Dima Grigoriev's occupation?,2,Dima Grigoriev
1703f7c5-12a1-44c4-9b5d-494842810951,popqa,What is Paddy Mullins's occupation?,1,Paddy Mullins
951f835e-6473-4947-88f0-e3ded9270ff0,popqa,What is Alan Mauritz Swanson's occupation?,1,Alan Mauritz Swanson
2761b804-c889-4bd6-be5d-a24285588d3a,popqa,What is Harvey William Burk's occupation?,1,Harvey William Burk
92d80130-47ff-410f-a6fc-4ea6c979d0d6,popqa,What is Richard Sandrak's occupation?,1,Richard Sandrak
ad50bd8b-05a6-460f-9d70-5cd2b4eff870,popqa,What is Jim Boyd's occupation?,3,Jim Boyd (newscaster)
64f15482-9f18-4b97-a13a-f349936a2481,popqa,What is Nosrat Karimi's occupation?,3,Nosrat Karimi
60121f60-46df-4137-b3cc-2d6c3a706c2c,popqa,What is Jörg A. Eggers's occupation?,1,Jörg A. Eggers
a2d3653e-388f-4a22-8655-db90c407cee1,popqa,What is Duilio Forte's occupation?,2,Duilio Forte
5f611ba0-0624-4d64-b66d-53978f9edaea,popqa,What is Giovanni Grasso's occupation?,1,Giovanni Grasso
4c39f148-8215-4015-b721-8d1976c22a36,popqa,What is Adam Darr's occupation?,2,Adam Darr
b148fb30-aa7c-4a80-8a1b-923ebca0add3,popqa,What is Paul Lieber's occupation?,1,Paul Lieber
157c3c0a-d614-4437-9b11-66ba60533505,popqa,What is Keiko Aizawa's occupation?,1,Keiko Aizawa
8049a209-1c8f-4c04-87ac-578f5acf1eb5,popqa,What is Petros Efthymiou's occupation?,2,Petros Efthymiou
691eaef5-3cd5-4866-824f-47aaf2735de1,popqa,What is Isobel Pravda's occupation?,1,Isobel Pravda
60fd8745-ca21-4159-b5c6-2a732e4658fc,popqa,What is Seungri's occupation?,3,Seungri
1714727f-aec8-438a-b9b6-ad7d77cfcfde,popqa,What is DM Sevilla's occupation?,1,DM Sevilla
41b26e08-614b-4957-9fcb-ed99f1870429,popqa,What is Carlo Giustini's occupation?,1,Carlo Giustini
d9a5a587-a6a5-4121-8c8c-001dd81dc6c0,popqa,What is Hugo Becker's occupation?,3,Hugo Becker (actor)
0846600f-fc75-405c-8acc-53f0e32cfade,popqa,What is Per Risvik's occupation?,1,Per Risvik
f7b700cb-4b59-4ff2-afeb-04241078870b,popqa,What is Eleanor Yule's occupation?,1,Eleanor Yule
67cf1847-e02d-4b85-b6f5-5f7a3759e8d7,popqa,What is Claire Adams's occupation?,2,Claire Adams
93df4fe9-827b-413c-a6be-f96f46be0f08,popqa,What is Lothrop Stoddard's occupation?,2,Lothrop Stoddard
fe185fbe-17c2-4a4e-8716-bad69a237d53,popqa,What is Chris Lang's occupation?,1,Chris Lang
699626ff-f911-4cbb-b305-afc74fa30dd7,popqa,What is Pamela Winslow's occupation?,1,Pamela Winslow
4f36b3fe-d47b-4d8b-bb44-0773ad84143d,popqa,What is Zoran Rankić's occupation?,1,Zoran Rankić
24d2e8bb-34e2-4a16-9bf6-3205e37724cc,popqa,What is George Minor's occupation?,1,George Minor
2d972621-0292-43d0-abb0-7d527d13e97b,popqa,What is Anjali Sudhakar's occupation?,1,Anjali Sudhakar
cafde594-c04e-48a1-b6b4-2457f05cb8ea,popqa,What is Jean Gabriel Marie's occupation?,2,Jean Gabriel Marie (1907–1970)
85358eaa-05b8-40fa-85dc-25ec1c6bc95b,popqa,What is George Birnie Esslemont's occupation?,1,George Esslemont
d344ff04-9124-4fa1-b3f6-31fc96e8ba19,popqa,What is Ajay Kumar Parida's occupation?,1,Ajay Kumar Parida
7cb6c94f-8a47-4afc-b2f3-d8438103babc,popqa,What is A. Lawrence Kocher's occupation?,2,A. Lawrence Kocher
ab70a3f6-2d7c-4c9e-bd63-8f1cd8fe1a07,popqa,What is John Andrew Martin's occupation?,1,John Andrew Martin
cca0c511-41d0-470a-9bcc-0055fdc70e08,popqa,What is Maurice Le Boucher's occupation?,1,Maurice Le Boucher
a86ac8d7-a883-4c93-89cf-c024144e219e,popqa,What is Martin Shapiro's occupation?,2,Martin Shapiro
9ca34add-2de5-4d7e-aebe-5e1f25cc1629,popqa,What is Lewis J. Rachmil's occupation?,1,Lewis J. Rachmil
70f2d97b-0fee-4340-9bf2-f9d71db39063,popqa,What is René Bégin's occupation?,1,René Bégin
917fec3c-28c4-4168-8d8e-d3368ff66b12,popqa,What is Louis O'Dea's occupation?,1,Louis O'Dea
8685d979-9d97-4c13-825d-db1a449cd7d3,popqa,What is Guo Gengmao's occupation?,2,Guo Gengmao
7c59593d-e306-4956-abca-4c1b908316a6,popqa,What is Jacques Monasch's occupation?,1,Jacques Monasch
b4ec3927-afb1-4643-b557-078ba717cf11,popqa,What is Robert Antoine's occupation?,1,Robert Antoine
a7c240c5-c90b-4f98-a1ea-8aaf2da66095,popqa,What is Howard Fowles's occupation?,1,Howard Fowles
ede1fef9-7f4d-474c-926d-459437779e7e,popqa,What is Đurđa Ivezić's occupation?,1,Đurđa Ivezić
3f3f444d-9f3e-45f0-8b73-13c351ff82f3,popqa,What is Jeet Ganguly's occupation?,3,Jeet Gannguli
836849ac-8328-4f0c-a3d6-32bb1451d5f0,popqa,What is Akimasa Nakamura's occupation?,1,Akimasa Nakamura
d595b916-f9b5-441b-92d3-9df795b1ea53,popqa,What is Jean-Marie-Victor Viel's occupation?,1,Jean-Marie-Victor Viel
bedb37f6-4af5-4a54-876c-5a0ff4b86858,popqa,What is Eckart von Hirschhausen's occupation?,3,Eckart von Hirschhausen
884adc87-8f38-4dc7-b673-94821d318857,popqa,What is Val McLane's occupation?,1,Val McLane
5a434341-c21d-49bd-8c01-856f8a45f041,popqa,What is Edwin N. Hubbell's occupation?,1,Edwin N. Hubbell
0687ac2a-fed5-48ea-8a00-ae126998736a,popqa,What is Mariví Bilbao's occupation?,3,Mariví Bilbao
62a6190c-0143-4e60-bb6f-493db96e2422,popqa,What is Dick Rude's occupation?,1,Dick Rude
f9bf75eb-decf-4344-817d-8b145bd2cbf1,popqa,What is Harding of Bristol's occupation?,1,Harding of Bristol
0a462baa-bb91-4313-8f97-ee0537435c3a,popqa,What is Gina Krog's occupation?,1,Gina Krog
1760d430-11c2-4556-ab5e-4b0a6438c9fd,popqa,What is Petr Mlsna's occupation?,1,Petr Mlsna
c95da384-b781-47fd-ac4c-a46a3bdb760b,popqa,What is Neville Ashenheim's occupation?,1,Neville Ashenheim
ec959bcf-9ced-489e-b3b4-f5f7498cfd46,popqa,What is Lorena Corona Valdés's occupation?,1,Lorena Corona Valdés
23f2d026-9a4a-4d54-b0e8-436db2f130e3,popqa,What is Honor Harger's occupation?,2,Honor Harger
4ad5a7dc-1f68-4a40-8647-cd2072befa82,popqa,What is Clement Baker's occupation?,1,Clement Baker
05c2e5a4-28c6-42db-833d-e08b890cf49a,popqa,What is Alleppey Vincent's occupation?,2,Alleppey Vincent
705d4665-fc05-4356-b257-51e38dd6d398,popqa,In what city was Belarmino Mario Chipongue born?,1,Mário Belarmino
b7ab868f-e437-428a-b63a-36845d087ab1,popqa,In what city was Raju Kaji Shakya born?,1,Raju Kaji Shakya
fbc540d2-3774-420c-89cb-64016ab7dc68,popqa,In what city was Alastair Heathcote born?,1,Alastair Heathcote
a164f20c-6794-48fe-a0d0-19dbdb771586,popqa,In what city was William Marshall Craig born?,1,William Marshall Craig
d349e1e9-3296-4cb9-a8e5-2480925cf25a,popqa,In what city was Philipp Crone born?,1,Philipp Crone
f4d76401-b38a-41de-ace2-2fb9b1fe448a,popqa,In what city was Danie Mellor born?,2,Danie Mellor
edc627f6-2667-43bf-ad03-1aed2e691c01,popqa,In what city was Endre Bálint born?,1,Endre Bálint
336464c2-53fd-4fbb-b4a6-eb25e2915513,popqa,In what city was Aleksandr Nekrasov born?,1,Aleksandr Nekrasov
fb00a45d-574a-411c-b4d6-2d80641dfff4,popqa,In what city was Charles Joseph Bonaparte born?,1,Charles Joseph Bonaparte
4311fd7c-d35f-4553-98cd-baed1bd3a8e5,popqa,In what city was Louis François Antoine Arbogast born?,1,Louis François Antoine Arbogast
ae40a1dd-0bb4-42ab-9432-961e7e3ab6af,popqa,In what city was Austin Cuvillier born?,1,Austin Cuvillier
12bcdf27-de08-42ac-aedf-11843ca2ac54,popqa,In what city was Bert Myers born?,1,Bert Myers
a43cd5a1-1e22-4ea4-bb03-29b154aca319,popqa,In what city was Scott Fraser born?,1,Scott Fraser (orienteer)
1f04f297-3769-417d-9d9c-a0648b850ce7,popqa,In what city was Giuseppe Castelli born?,1,Giuseppe Castelli (footballer)
05d9172d-3bdb-4bd5-b8a4-051d4fca663d,popqa,In what city was Jacob Duck born?,1,Jacob Duck
d5ca5e89-912e-454a-84e8-990982dd5a12,popqa,In what city was Parnelli Jones born?,1,Parnelli Jones
7466e908-1c91-4165-9ad1-9e1f504fe8af,popqa,In what city was Fernand Cornez born?,1,Fernand Cornez
2df7e93b-4e8b-413b-a2a6-3aabffc28d80,popqa,In what city was Yinka Ayenuwa born?,1,Yinka Ayenuwa
78e901ac-d5b0-41db-bdaa-96b6b303b9c9,popqa,In what city was Phil Williams born?,1,"Phil Williams (footballer, born 1958)"
2c41e0ed-312c-42cd-b9ce-1b9dafd2f740,popqa,In what city was James M. Bingham born?,1,James M. Bingham
ac3f3d38-c6a0-4fd8-ae2d-273569c8c365,popqa,In what city was Jack Kachkar born?,1,Jack Kachkar
862ea239-d3e1-455a-854d-4f4f8d4e9198,popqa,In what city was Gustavo Grondona born?,2,Gustavo Grondona
c06babd1-3f46-46c9-9300-e542a7abe671,popqa,In what city was Bastien Lecouffe-Deharme born?,1,Bastien Lecouffe-Deharme
cc5ee0c7-bb74-4930-8e9b-58b5c7ea2257,popqa,In what city was Betty Francisco born?,1,Betty Francisco
3eed2e16-01c1-47e9-834c-a04244d93910,popqa,In what city was Hans-Jörg Voigt born?,1,Hans-Jörg Voigt
c74dc0db-77c7-4988-9134-2c4372a4021b,popqa,In what city was Charlie Davis born?,1,Charlie Davis (basketball)
0735a70f-90c7-40f6-9a3e-79904f20465e,popqa,In what city was Marnus Labuschagne born?,1,Marnus Labuschagne
b4560cec-dcf9-47ff-9372-b78bb6b5eedc,popqa,In what city was Leslie Douglas Jackson born?,2,Leslie Douglas Jackson
e606a81b-ba46-421b-b4e8-f65d3e8c902b,popqa,In what city was Ricardo Maliandi born?,1,Ricardo Maliandi
f6c2af2a-5370-4187-aef9-b3ae7062888d,popqa,In what city was Alfred Jefferis Turner born?,1,Alfred Jefferis Turner
d01d1064-692d-4d9e-8fa8-dcd6b8b6f78e,popqa,In what city was Ernest Willows born?,1,Ernest Willows
275f5228-7d5b-46f6-9f24-35680eaf3acd,popqa,In what city was Andranik Migranyan born?,1,Andranik Migranyan
a008bcee-e15a-4e23-bc01-88867dc0156c,popqa,In what city was Suad Nasr born?,1,Suad Nasr
16c96382-f867-4645-aa74-534f0e255fd7,popqa,In what city was Jason Bourque born?,1,Jason Bourque
0eb330a2-a92a-4380-84eb-58cc2b358e0a,popqa,In what city was Kurt Baschwitz born?,1,Kurt Baschwitz
c060da8c-fe2d-44ed-9d5e-981e015d3493,popqa,In what city was Tim Alexander born?,1,Tim Alexander (footballer)
11f0e217-1625-4371-a9dd-59fc6b7579d3,popqa,In what city was Léopold Robert born?,1,Louis Léopold Robert
db843ea3-dcaf-46d8-8fcf-f59de4bb3723,popqa,In what city was Wang Yaping born?,1,Wang Yaping
4fcf9a01-5b65-4993-91e8-3d97a36190d1,popqa,In what city was Bob Cremins born?,1,Bob Cremins
9d0df2ef-d04b-4f64-92a6-0d8b0dc0a070,popqa,In what city was David Oppenheim born?,1,David Oppenheim (poker player)
a5b4b053-7cde-4605-b615-284952e77f2f,popqa,In what city was Luis Reece born?,1,Luis Reece
039bc7c9-dc17-4834-809d-11eebcd031cd,popqa,In what city was Eduardo Gudiño Kieffer born?,1,Eduardo Gudiño Kieffer
dc753547-47f4-47c2-9e04-d77ba90fcf11,popqa,In what city was Greg Windsperger born?,1,Greg Windsperger
29225af5-56b5-457e-8b51-c149cb78f89c,popqa,In what city was Matt Moralee born?,1,Matt Moralee
8dc3258a-bf6b-4569-82cd-a98cda8a1fc0,popqa,In what city was Petar Stambolić born?,1,Petar Stambolić
a2f0c20e-b86d-4a30-a87f-c570b1ff8f8a,popqa,In what city was Jorge Betancourt born?,1,Jorge Betancourt
8a91b87a-3b1e-4e23-b318-4c8fc1ae9891,popqa,In what city was Paul Humphries born?,1,Paul Humphries
bedfe4d9-ce82-4be3-aaa8-2fb45d599d6c,popqa,In what city was Barbara Engel born?,1,Barbara Engel
6d387481-7b37-46aa-8be0-9c51a2e68f06,popqa,In what city was Elena Romagnolo born?,1,Elena Romagnolo
e7428ecb-22dc-4337-b95c-4693d6c9e964,popqa,In what city was Joris Delle born?,1,Joris Delle
d4b36b99-8f97-4f6e-bdfa-7ad64c275eea,popqa,In what city was Stone born?,1,Stone (singer)
4fb2658d-3249-4f55-b872-c172fa0c7fc7,popqa,In what city was Maarten van Severen born?,1,Maarten van Severen
71725311-14db-4825-adfc-7da10ce4900e,popqa,In what city was Clarence Beck born?,1,Clarence Beck
8fc8fd2c-da90-40b8-a282-18f104cec7e3,popqa,In what city was Aloïs Boudry born?,1,Aloïs Boudry
467ace09-ba8b-45bf-bb9d-bdc562aa74a9,popqa,In what city was Tony Shields born?,1,Tony Shields
d403039e-f922-404c-a0d4-26acdcd09130,popqa,In what city was Amoene van Haersolte born?,1,Amoene van Haersolte
0ffd2d5e-ba53-43ce-a224-4af034d77d1d,popqa,In what city was Jim Baker born?,1,Jim Baker (footballer)
554e16dc-c491-4398-a766-642858fc99fc,popqa,In what city was Piotr Balcerzak born?,1,Piotr Balcerzak
dcbcf3a5-f665-45d8-9fdd-22719ce672e5,popqa,In what city was John Edgerton born?,1,John Edgerton
bc834aeb-ce68-4287-8036-aa4198dd2efa,popqa,In what city was Gustavo A. Madero born?,1,Gustavo A. Madero
6f96a2b8-4241-4c77-a6c5-6157e8ac1d25,popqa,In what city was Andrea di Alessandro born?,1,Andrea di Alessandro
6cc32ff2-2c49-486b-8f88-7af99ca8cc8d,popqa,In what city was Francisco Maldonado born?,1,Francisco Maldonado
e402c272-4f0e-4ebe-badf-aeee76ea5b02,popqa,In what city was Roy A. Roberts born?,1,Roy A. Roberts
982b2d7e-018a-4c4a-bd7d-eea0090587af,popqa,In what city was Donald De Lue born?,1,Donald De Lue
