query_id,AP,P@1,P@10,P@20,nDCG@20,source,query_length_words,relevant_passages,pool_size,query,length_bucket
00acbdb7-0afa-4f62-81b7-a95e501336a4,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,11,1,5,in day of the locust where is tod hackett originally from,11+
00bdf195-a662-411d-9b1f-e03d702e1296,0.0,0.0,0.0,0.0,0.0,drop,6,1,5,What was done to the Wayuus?,6-10
00bdf3e8-1e81-4fe8-8564-0043a56cec48,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who was the director of Style?,6-10
00bfd1eb-be2d-452a-bfff-7366b34221e1,0.009057971014492754,0.0,0.0,0.0,0.0,naturalqa,7,2,5,who sang you gotta show me love,6-10
00c2befc-9313-4f1d-a469-6d4780fdc424,0.0,0.0,0.0,0.0,0.0,popqa,7,1,5,Who is the author of No Connection?,6-10
00ca7914-e305-4025-abcd-045e197e47d6,0.012345679012345678,0.0,0.0,0.0,0.0,popqa,9,1,5,Who was the screenwriter for Made for Each Other?,6-10
00cbc86f-0170-4774-8d3d-452de0a94c0b,0.14285714285714285,0.0,0.1,0.05,0.3333333333333333,naturalqa,8,1,5,who won the last college football national championship,6-10
00e02ea6-9cca-4c59-9425-b2454cb95776,1.0,1.0,0.1,0.05,1.0,naturalqa,8,1,5,when do we celebrate the modern olympic games,6-10
00e6518d-0dc2-4893-8877-d1961c2ba127,0.015625,0.0,0.0,0.0,0.0,popqa,7,1,5,Who was the director of Happy End?,6-10
00e67f3c-dd68-4322-8467-5840f5592467,1.0,1.0,0.1,0.05,1.0,popqa,9,1,5,Who is the father of George II of Brieg?,6-10
00eadf15-98f9-482d-b421-af2e5c7bc273,0.0009468706242899791,0.0,0.0,0.0,0.0,popqa,7,5,5,Who is the author of Field Work?,6-10
0125fabf-83fd-4546-8d9f-e280d29a99cf,0.3333333333333333,0.0,0.1,0.05,0.5,popqa,8,1,5,Who was the director of Gunahon Ka Faisla?,6-10
012665a7-a828-412a-9a4f-403f998eb36c,1.0,1.0,0.1,0.05,1.0,popqa,7,1,5,Who is the author of Buried Thunder?,6-10
012a108e-880a-4f22-ad82-cfcbd3e9bfce,0.005376344086021506,0.0,0.0,0.0,0.0,popqa,8,1,5,Who was the director of The Secret Call?,6-10
0136c6f6-a24a-4cef-a6e0-18c84b30339f,0.013157894736842105,0.0,0.0,0.0,0.0,naturalqa,8,1,5,who is the oldest monarch to be crowned,6-10
0153cd9c-7536-4ed5-9f1f-0dbf8472a40d,1.0,1.0,0.1,0.05,1.0,naturalqa,12,1,5,at canterbury cathedral the shrine of is today marked by a single,11+
01570018-cd65-4e49-ac6f-a5204a6a7ce2,0.03333333333333333,0.0,0.0,0.0,0.0,popqa,8,1,5,Who is the author of Dancing After Hours?,6-10
015a400e-89bc-49fc-8404-1de3238b795e,0.037037037037037035,0.0,0.0,0.0,0.0,naturalqa,8,1,5,where does fight the good fight come from,6-10
0166cf7e-2a3b-495d-845f-6427f2f4d8cd,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,11,1,5,the earliest surviving building in india containing a true dome is,11+
0177bf17-6a23-45b0-a27d-1cd9acc1290c,1.0,1.0,0.1,0.05,1.0,naturalqa,9,1,5,who played betsy stewart on as the world turns,6-10
017bc2a1-4f23-40df-9048-7772bbe0d029,0.3333333333333333,0.0,0.1,0.05,0.5,naturalqa,8,1,5,where is the us embassy located in italy,6-10
0185d40b-be25-40e4-aad8-0294ac401cfd,1.0,1.0,0.1,0.05,1.0,ifqa,27,1,5,"If the developmental issues with the Agena B stage had been resolved on schedule, when would the U.S. Air Force have initiated the flights of Ranger 3?",11+
0189c0a8-88a8-4785-a639-b0904cde3f2f,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who is the author of Ponies?,6-10
018a5779-9152-4555-909c-4d7a12421ba0,0.0,0.0,0.0,0.0,0.0,naturalqa,7,1,5,who sang i was kaiser bill's batman,6-10
0197e925-80f4-4356-b9c0-faee8b4b0178,0.5,1.0,0.1,0.05,0.6131471927654584,popqa,6,2,5,What sport does Ondřej Kušnír play?,6-10
01a6b1a2-9c39-42d3-95fa-ecff7646063c,0.12222222222222223,0.0,0.2,0.1,0.30281242839865,naturalqa,8,3,5,who sang the song here comes the judge,6-10
01b6b760-a5d8-4230-9e8b-1f14fc323673,0.125,0.0,0.1,0.05,0.31546487678572877,naturalqa,9,1,5,who sang you just don't love me no more,6-10
01bbcb80-eac2-45e9-90e1-00d67dabb6bb,1.0,1.0,0.1,0.05,1.0,naturalqa,10,1,5,when did bert and ernie first appear on sesame street,6-10
01eaf75a-fc8a-4681-9d13-17919284202e,1.0,1.0,0.1,0.05,1.0,popqa,11,1,5,Who is the author of It's Not an All Night Fair?,11+
01fa3800-7594-4f6d-8871-b3fb685de2f3,0.2,0.0,0.1,0.05,0.38685280723454163,naturalqa,10,1,5,who wrote the poem the days of wine and roses,6-10
01fd9228-b964-461c-87b6-930557569010,1.0,1.0,0.1,0.05,1.0,ifqa,22,1,5,"If William Parks had accompanied Levi Sternberg on his expedition earlier, which part of the dinosaur's body would they have discovered together?",11+
020907fa-adb4-494c-9339-e4dae5cf6ec2,0.0,0.0,0.0,0.0,0.0,popqa,7,1,5,Who was the director of New Mexico?,6-10
020a7518-0292-4399-8560-d73be630f881,0.07692307692307693,0.0,0.0,0.05,0.26264953503719357,naturalqa,8,1,5,when did us beat england in world cup,6-10
0210b1b1-43ec-4b18-9859-9f8ea31269d3,1.0,1.0,0.1,0.05,1.0,triviaqa,14,1,5,"After 2007, which boat class was not run as a World Rowing Championship event?",11+
021fb235-0c79-40f0-ae6b-cce4d3cc08dd,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,9,1,5,what do you call a car without a roof,6-10
0231b184-35a8-44b5-8a18-0e4d9bcef94f,0.021739130434782608,0.0,0.0,0.0,0.0,popqa,5,2,5,What genre is Still Life?,<=5
0235ae54-78d0-49ea-ab57-9917b3e81eae,0.03571428571428571,0.0,0.0,0.0,0.0,naturalqa,8,1,5,where does the name joy division come from,6-10
024603ab-90df-48c4-9e93-8a2b9441f92b,0.25,0.0,0.1,0.05,0.43067655807339306,naturalqa,10,1,5,where are the headwaters of the colorado river in texas,6-10
024876b0-2c20-4cf3-8b94-d6a605497842,0.3333333333333333,0.0,0.1,0.05,0.5,popqa,7,1,5,Who is the father of Natalia Kukulska?,6-10
02556af3-b594-4f08-82a7-b9f7fb3be2b3,1.0,1.0,0.1,0.05,1.0,naturalqa,8,1,5,who wrote the song dimming of the day,6-10
0270b11c-7c3f-4cde-b433-366ad8f88799,1.0,1.0,0.1,0.05,1.0,ifqa,20,1,5,"If Paris Jackson were to discuss the school that subjected her to extensive abuse, which institution would she likely mention?",11+
0274dd0c-15bc-4753-89d8-250c96d82faa,0.0,0.0,0.0,0.0,0.0,naturalqa,10,1,5,who was named india crickter of the century by wisden,6-10
027d1401-12b9-4f38-8deb-9ffaad7a7770,0.0,0.0,0.0,0.0,0.0,popqa,7,1,5,Who is the author of A Positive?,6-10
027feee9-fcd1-448d-9dd3-d0db11d75431,0.08333333333333333,0.0,0.0,0.05,0.27023815442731974,naturalqa,9,1,5,who sang if you're looking for a way out,6-10
02803bf2-f170-4802-8da2-57c6db25714f,1.0,1.0,0.1,0.05,1.0,ifqa,16,1,5,"If KULA-TV hadn't commenced operations in 1954, which network's programming would KGMB-TV have continued to broadcast?",11+
0281c798-3494-4ec9-a1ad-1a70e7fcf71c,0.7916666666666666,1.0,0.3,0.15,0.9134015924715543,popqa,6,3,5,What is Rinaldo del Mel's occupation?,6-10
028633ba-c1b3-4705-8045-1b419bea970e,0.6009852216748769,1.0,0.3,0.15,0.7227265726449519,triviaqa,23,5,5,What name is given to the syndrome which involves a delusion that the affected person can transform or has transformed into an animal?,11+
0290fb8f-fbb9-4c1f-b0cd-a36c1976d0cf,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,8,1,5,where do they grow wheat in the us,6-10
02ac05e3-74bb-4949-a1f4-7733e2d88919,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,8,1,5,where did dr cox go to medical school,6-10
02b7bcfe-e7e5-48d7-acd1-0a0b7521b9dd,0.5,1.0,0.1,0.05,0.6131471927654584,popqa,6,2,5,What sport does Marko Vidović play?,6-10
02bc0be9-219d-4507-888b-ff2b3bbe6f68,0.05555555555555555,0.0,0.0,0.05,0.23540891336663824,popqa,8,1,5,Who was the producer of Love Story 2050?,6-10
02bf010a-d977-4209-84d3-2617803c735e,1.0,1.0,0.1,0.05,1.0,naturalqa,8,1,5,when does ripper street start on bbc 2,6-10
02c08840-2fde-4cf7-8d6f-e0f3df7978a4,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,8,1,5,who plays the lion in the movie zookeeper,6-10
02d06b89-b291-474b-b040-673e431008a3,0.25,0.0,0.1,0.05,0.43067655807339306,popqa,7,1,5,In what city was Andrew Carnie born?,6-10
02d24d0f-1f54-4b01-8077-0376e2d2e342,0.0,0.0,0.0,0.0,0.0,popqa,7,1,5,Who was the composer of The Bells?,6-10
02dce04c-eff1-4a64-8944-9e2577b3c25f,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,10,1,5,ambulatory is a term used in health care to describe,6-10
02e5183b-bda3-4832-8729-595172edc25f,0.03333333333333333,0.0,0.0,0.0,0.0,naturalqa,8,1,5,who played tony in only fools and horses,6-10
02e79187-40dd-4fe8-954f-1f299cb842d7,1.0,1.0,0.1,0.05,1.0,naturalqa,8,1,5,when did the first episode of rugrats air,6-10
030d7481-c11e-4286-8898-581c982eb339,1.0,1.0,0.1,0.05,1.0,popqa,9,1,5,Who was the director of Too Much (Little) Love?,6-10
031092bf-c551-4b0e-9ff1-1b75996cf8d9,0.5,0.0,0.1,0.05,0.6309297535714575,popqa,6,1,5,What sport does Masahito Noto play?,6-10
031403a6-d90a-4f0f-98f5-fa029008f797,0.0196078431372549,0.0,0.0,0.0,0.0,naturalqa,8,1,5,who wrote that's why god made the radio,6-10
0317da46-096c-4182-9630-3089e0014790,0.06666666666666667,0.0,0.0,0.05,0.25,naturalqa,8,1,5,where was the movie giant filmed in texas,6-10
03255872-1d85-48da-beaa-abc69d25d9a3,0.07692307692307693,0.0,0.0,0.05,0.26264953503719357,naturalqa,10,1,5,who was in the arms of an angel written for,6-10
035157a4-2ecd-4af4-8ad3-0433733ba50c,0.05555555555555555,0.0,0.0,0.05,0.23540891336663824,naturalqa,9,1,5,where is puerto plata dominican republic on a map,6-10
035a7277-c37a-4b91-bd8e-e4624cd0d50e,0.14285714285714285,0.0,0.1,0.05,0.3333333333333333,popqa,7,1,5,Who is the father of Azazel Jacobs?,6-10
035bf2d3-2fa4-44fc-86f8-9c4eeb7c149c,1.0,1.0,0.4,0.2,1.0,popqa,6,4,5,What sport does Miroslav Milutinović play?,6-10
0365f13f-76bd-4691-8b18-a72eafa2426c,0.041666666666666664,0.0,0.0,0.0,0.0,naturalqa,8,1,5,where is the chichen itza located in mexico,6-10
036f61e2-674d-4876-ad35-c8ba66b56e37,0.5113636363636364,1.0,0.1,0.05,0.6131471927654584,naturalqa,7,2,5,who sings this ain't no thinkin thing,6-10
03757aa3-d324-4798-8a49-b9aec9977b0f,0.0,0.0,0.0,0.0,0.0,naturalqa,8,1,5,when did west brom fc change its name,6-10
03823037-5755-46f3-bb1d-f515ca00fca4,1.0,1.0,0.1,0.05,1.0,popqa,6,1,5,What sport does Andrew Blades play?,6-10
0385a103-2002-47da-a461-46188c43172b,0.0136986301369863,0.0,0.0,0.0,0.0,popqa,8,1,5,Who was the producer of The Mind Benders?,6-10
038ac98f-13c5-40a1-b341-ba08dc3b1786,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who was the producer of Fear?,6-10
038cfb8d-0af7-4fcb-adc7-edece7dcc8f7,0.14285714285714285,0.0,0.1,0.05,0.3333333333333333,naturalqa,8,1,5,why did dr carter need a kidney transplant,6-10
0390e565-7496-4fb3-8502-691b08c8752c,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,9,1,5,who has the most assists in college basketball history,6-10
0395ddee-dec7-4a7c-b28a-71e9e7906f79,0.027777777777777776,0.0,0.0,0.0,0.0,naturalqa,8,1,5,who played the sheriff in carry on cowboy,6-10
039bc7c9-dc17-4834-809d-11eebcd031cd,1.0,1.0,0.1,0.05,1.0,popqa,8,1,5,In what city was Eduardo Gudiño Kieffer born?,6-10
039f0018-73bf-4574-92cc-96f86d11f546,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who was the producer of Marc?,6-10
03a8c72a-aabb-4093-bcfc-158e05306a9e,0.010752688172043012,0.0,0.0,0.0,0.0,popqa,5,1,5,What genre is Bone Eater?,<=5
03af9326-825e-4195-aec8-a999f526b744,0.42723004694835676,1.0,0.2,0.1,0.5855700749881525,triviaqa,31,4,5,"The quirky activity in the news in Australia due to its first fatality, previously called 'the lying down game', became an internet photo craze now known by what less obvious name?",11+
03bdfd95-20a3-4ce8-8f68-c2fdd6e092ed,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who is the author of Max?,6-10
03d4c563-7d27-4323-91aa-73750532073f,1.0,1.0,0.1,0.05,1.0,popqa,8,1,5,What is the religion of Appalachian Bible College?,6-10
03db4ea8-693a-4d77-897c-d5568682f49d,0.0,0.0,0.0,0.0,0.0,naturalqa,8,1,5,who sang just to be close to you,6-10
03de4e22-83a1-4d7f-aa5b-87639064fbe3,0.14285714285714285,0.0,0.1,0.05,0.3333333333333333,naturalqa,7,1,5,what was ian fleming's last bond book,6-10
03dffa64-6eaf-4db6-b71c-dc8aa452bd58,0.041666666666666664,0.0,0.0,0.0,0.0,naturalqa,8,1,5,when is coming of age day in korea,6-10
03e79b2b-5133-45a4-aeec-0831d99df702,1.0,1.0,0.1,0.05,1.0,naturalqa,9,1,5,what is the most popular beer brand in germany,6-10
03ee8b9b-473b-410c-a391-24e52ad16ccb,0.0053475935828877,0.0,0.0,0.0,0.0,naturalqa,9,1,5,who sang how do you talk to an angel,6-10
03f1efbb-a04a-490d-b245-939042918ce7,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who is the author of Broken?,6-10
03fd2331-da35-4d21-a2f4-8e464f95dd67,1.0,1.0,0.1,0.05,1.0,naturalqa,8,1,5,when was abbey national taken over by santander,6-10
0401c4e8-064e-4e91-a12e-ab99782c2dc7,0.01639344262295082,0.0,0.0,0.0,0.0,popqa,6,1,5,What is the capital of Océan?,6-10
040adbfa-c293-4c6f-9c71-aa67d9ba2f5b,0.0,0.0,0.0,0.0,0.0,popqa,4,1,5,What genre is Report?,<=5
040c9e6e-a04e-4c74-9f0a-dd19a499f08a,1.0,1.0,0.1,0.05,1.0,triviaqa,14,1,5,"Of what breed was Schnorbitz, with whom Bernie Winters appeared in his later career?",11+
04143d8f-4f0d-4e04-942f-fa12e26305a0,1.0,1.0,0.1,0.05,1.0,naturalqa,10,1,5,what is the first step in the marketing research procedure,6-10
041a9c25-822e-4ae7-a217-df0e44858bc2,1.0,1.0,0.1,0.05,1.0,popqa,8,1,5,Who was the director of Inspector Pink Dragon?,6-10
04223c64-438d-4114-8798-c85594c479b9,0.0034482758620689655,0.0,0.0,0.0,0.0,naturalqa,7,1,5,where was the movie nim's island filmed,6-10
042790db-bdd5-43d3-a5a0-2170d3ad9c47,1.0,1.0,0.1,0.05,1.0,popqa,10,1,5,Who is the author of O dia das calças roladas?,6-10
043d631c-33bd-4c32-aeae-ccbd4ae291e4,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,8,1,5,where was the john wayne movie hondo filmed,6-10
043f9be6-bd27-49f4-b453-10d93a695e7e,1.0,1.0,0.1,0.05,1.0,ifqa,26,1,5,"If the track conditions had been optimal, what would have been the total race miles for the 1909 Wheeler-Schebler Trophy Race at the Indianapolis Motor Speedway?",11+
044398c2-d3eb-448a-8364-6ad4d727d4a6,0.008695652173913044,0.0,0.0,0.0,0.0,popqa,7,1,5,Who is the father of Ludwig Feuerbach?,6-10
044fd976-3424-4bbe-97d1-74f19f5658e8,1.0,1.0,0.1,0.05,1.0,ifqa,19,1,5,"If there hadn't been a heavy downpour, at what time would Aerosmith have begun their performance at Woodstock '94?",11+
0454fa23-0fa4-48c5-9674-0eef4efec58d,0.0,0.0,0.0,0.0,0.0,popqa,7,1,5,Who is the author of The Secret?,6-10
046145de-543d-4fe9-8257-e36883b471e9,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who was the screenwriter for Home?,6-10
04615435-ce54-410d-abb5-35bce105132d,0.25,0.0,0.1,0.05,0.43067655807339306,naturalqa,7,1,5,how many hms hood's have there been,6-10
04756e9b-6a7b-4684-964d-57bbd28f2d87,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,16,1,5,who has become the first indian to win an individual medal at the gymnastics world cup,11+
047ac0cf-32cd-49a0-ab9b-82bc8f1ad06c,1.0,1.0,0.2,0.1,1.0,naturalqa,14,2,5,who is the girl in the video i don't want this night to end,11+
04828747-0476-4034-b5c2-3213c4227eda,0.2,0.0,0.1,0.05,0.38685280723454163,naturalqa,8,1,5,who sang heaven is just a sin away,6-10
049ad3ff-2f8f-4ceb-8528-bc7d248ff0b2,1.0,1.0,0.1,0.05,1.0,naturalqa,9,1,5,what is the use of symbolic link in linux,6-10
04a9322b-760c-4268-9f6a-9ca185982ba7,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who was the director of Desirable?,6-10
04b72954-710a-471e-87e6-9c9dfb84d059,0.0035211267605633804,0.0,0.0,0.0,0.0,popqa,7,1,5,What is the religion of James Uno?,6-10
04bd2837-d429-41a9-a1a3-f5479d8affb9,1.0,1.0,0.1,0.05,1.0,naturalqa,8,1,5,who did muhammad ali fight in croke park,6-10
04bdd318-cf5c-426c-88d3-bd45c55e021a,0.0,0.0,0.0,0.0,0.0,popqa,8,1,5,Who was the producer of Of the People?,6-10
04c2dc97-f1eb-408b-84a3-fc1ed27dabb4,0.5098039215686274,1.0,0.1,0.05,0.6131471927654584,triviaqa,11,2,5,Monica Rose was a hostess of which 1960s TV quiz show?,11+
04c2f805-fcae-42fe-878c-bd4b65b6e4fd,1.0,1.0,0.1,0.05,1.0,naturalqa,8,1,5,where does the napa valley wine train go,6-10
04cba23f-a6b6-4971-a7cc-866cb54a9300,1.0,1.0,0.1,0.05,1.0,naturalqa,14,1,5,8. in 1936 which state became the first to be formed on linguistic basis,11+
04d35856-98e2-48ca-8e6d-5cb24a4b70f3,1.0,1.0,0.1,0.05,1.0,naturalqa,10,1,5,who sings with lionel richie on love will conquer all,6-10
04d55718-bb69-4d49-9d51-3c2d1a9b72be,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who was the screenwriter for Prime?,6-10
04ea042c-6ac2-4988-9acf-831c96f8c605,1.0,1.0,0.1,0.05,1.0,naturalqa,8,1,5,when did the first tablet computer come out,6-10
04edf5b8-0e13-450c-8722-8976e34f57b4,1.0,1.0,0.2,0.1,1.0,naturalqa,8,2,5,where are the superstition mountains located in arizona,6-10
04f5ff17-9bc4-4345-8047-743f9daf6246,0.25,0.0,0.1,0.05,0.43067655807339306,naturalqa,8,1,5,who was the lead singer of new birth,6-10
04f6e5fd-529a-4348-b8a7-edbd0d5fb902,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,8,1,5,when is freestyle skiing in the 2018 olympics,6-10
0509c124-7173-4e74-8d3b-80e4ffdc840c,0.0,0.0,0.0,0.0,0.0,popqa,7,1,5,Who was the director of One Night?,6-10
0509ecbd-30e8-4057-82fb-8d313686d01c,0.00129366106080207,0.0,0.0,0.0,0.0,popqa,7,1,5,Who was the screenwriter for Army Daze?,6-10
050da5b4-8c3e-419e-a66f-db4d7029ff3a,0.022222222222222223,0.0,0.0,0.0,0.0,naturalqa,8,1,5,where did the idea of retirement come from,6-10
05112933-d2d1-40cc-8a92-c7809af9ba07,0.0625,0.0,0.0,0.05,0.24465054211822604,naturalqa,9,1,5,who sang fings ain't what they used to be,6-10
051bd1ff-49b8-439f-ac6c-9362d989f9e1,1.0,1.0,0.1,0.05,1.0,popqa,7,1,5,In what city was Dennis Havig born?,6-10
051d0674-57d0-4858-8a7e-edc2f540c4bd,1.0,1.0,0.1,0.05,1.0,naturalqa,8,1,5,who bombed guernica during the spanish civil war,6-10
05268f7e-1589-4217-bfff-596a72e4ac96,0.01639344262295082,0.0,0.0,0.0,0.0,naturalqa,8,1,5,where does the san fermin festival take place,6-10
052d8f76-ada6-40c6-9874-7f6cb3126184,1.0,1.0,0.1,0.05,1.0,triviaqa,15,1,5,"""Which animal is """"Me"""" in Roald Dahl's book, 'The Giraffe And The Pelly And Me'?""",11+
0535ba63-941f-4ec9-b13e-47ab00928f3c,0.1,0.0,0.1,0.05,0.2890648263178879,popqa,7,1,5,Who was the director of Il Boss?,6-10
05423dcf-ce71-4a41-b02f-5805e72b504a,0.5,0.0,0.1,0.05,0.6309297535714575,naturalqa,8,1,5,where does the last name corbett come from,6-10
0547a24d-2d09-4ea0-a95c-383f1bf3ac6a,0.013513513513513514,0.0,0.0,0.0,0.0,popqa,6,1,5,Who was the composer of Rough?,6-10
054d1e81-e6a4-4139-821b-7ea39cf11705,0.0,0.0,0.0,0.0,0.0,popqa,7,1,5,Who is the author of Something Special?,6-10
0550e3a9-adeb-4817-b9a8-86dcb0234e19,0.058823529411764705,0.0,0.0,0.05,0.23981246656813146,ifqa,23,1,5,"If the production of Dragons' Den hadn't been forced to relocate after the first series, where would all the filming have taken place?",11+
055869b8-82e0-4321-94cb-6dcc0a3933c0,0.37571766295170556,1.0,0.1,0.05,0.46927872602275644,popqa,6,3,5,What is Jonathan Le Billon's occupation?,6-10
055bbee2-d802-4fa8-85be-7768e1890ee2,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who was the producer of Shaft?,6-10
055f6c96-01f3-4f61-a4be-18b3a1369335,0.6666666666666666,1.0,0.2,0.1,0.8315546295836225,naturalqa,8,2,5,who opposed the two factor theory of intelligence,6-10
05601fe3-53db-4672-b170-026d158dd6cb,0.125,0.0,0.1,0.05,0.31546487678572877,naturalqa,8,1,5,who sang please don't talk to the lifeguard,6-10
056160dd-bd95-45e1-8f7f-c3649ee78e24,0.06666666666666667,0.0,0.0,0.05,0.25,popqa,5,1,5,What is Marco Ameglio's occupation?,<=5
05660480-3a84-4fc7-8c6c-65fcb5cdc882,0.014285714285714285,0.0,0.0,0.0,0.0,naturalqa,8,1,5,how i met your mother barney 200th girl,6-10
05774cbc-05a4-4b98-9341-12d1d8fa6327,0.006493506493506494,0.0,0.0,0.0,0.0,popqa,6,1,5,Who is the author of Mystery?,6-10
057c6c18-7f95-4db1-9599-7dab9edf9d3a,0.0,0.0,0.0,0.0,0.0,popqa,4,1,5,What genre is Gene?,<=5
05828fc1-5e34-4594-afa9-0b6decc960cb,0.0,0.0,0.0,0.0,0.0,popqa,6,2,5,Who was the director of Look?,6-10
0589e768-dfe1-4502-a928-0336db8b9d2c,1.0,1.0,0.1,0.05,1.0,triviaqa,6,1,5,Who captained the whaling ship Pequod,6-10
05bb75ab-902d-445d-a0ac-b0c60848c609,0.0019157088122605363,0.0,0.0,0.0,0.0,popqa,8,1,5,Who was the director of The Missing Star?,6-10
05c2e5a4-28c6-42db-833d-e08b890cf49a,0.8333333333333333,1.0,0.2,0.1,0.9197207891481876,popqa,5,2,5,What is Alleppey Vincent's occupation?,<=5
05c409e1-9399-4771-bd0f-a80b646b7506,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who was the director of Asphalt?,6-10
05cb7326-41a4-47f8-902a-eca637014fbb,0.0,0.0,0.0,0.0,0.0,popqa,4,3,5,What genre is Incorporated?,<=5
05d8e8e9-2440-4876-acbe-c443cd937664,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,What is the capital of Ter?,6-10
05d9172d-3bdb-4bd5-b8a4-051d4fca663d,1.0,1.0,0.1,0.05,1.0,popqa,7,1,5,In what city was Jacob Duck born?,6-10
05e7948a-819b-40df-96d4-60d22fce8156,0.024390243902439025,0.0,0.0,0.0,0.0,naturalqa,8,1,5,when did half pennies stop being legal tender,6-10
05e7bb35-11f1-41e9-9588-8ba9b5eb1b4e,0.0,0.0,0.0,0.0,0.0,popqa,6,1,5,Who was the director of Festival?,6-10
